lock_name; num_threads; num_turns; num_tests; num_events; mutex_fail_count; fcfs_fail_count; lru_fail_count; thp_runtime; thp; thp_anc; bm_runtime
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0;0;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0;-1
Aravind_fix;2;1000;30;8000;0;1;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;1;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;1;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;1;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;2;1000;30;8000;0;0;0;0.0925761;0.0904385;0.0905482;-1
Aravind_fix;3;680;30;8160;0;0;0;0.0933007;0;0;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0;-1
Aravind_fix;3;680;30;8160;0;0;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;0;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;0;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;0;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;3;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;2;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;2;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;4;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;2;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;5;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;10;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;13;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;5;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;7;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;4;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;7;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;2;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;1;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;4;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;8;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;3;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;3;680;30;8160;0;8;0;0.0933007;0.0961992;0.0930745;-1
Aravind_fix;4;500;30;8000;0;7;0;0.149683;0;0;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0;-1
Aravind_fix;4;500;30;8000;0;3;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;2;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;3;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;2;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;0;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;4;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;8;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;3;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;7;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;3;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;4;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;2;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;9;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;3;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;2;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;5;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;15;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;6;0;0.149683;0.101904;0.102023;-1
Aravind_fix;4;500;30;8000;0;12;0;0.149683;0.101904;0.102023;-1
Aravind_fix;5;400;30;8000;0;8;0;4.78255;0;0;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;0;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;8;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;8;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;7;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;4;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;5;0;4.78255;4.45759;4.5858;-1
Aravind_fix;5;400;30;8000;0;6;0;4.78255;4.45759;4.5858;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;0;0;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;0;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;12;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;12;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;16;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;8;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;13;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;12;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;9;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;10;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;8;0;14.1494;10.2521;12.8719;-1
Aravind_fix;6;300;30;7200;0;11;0;14.1494;10.2521;12.8719;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;0;0;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;12.6543;0;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;9;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;16;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;17;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;13;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;20;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;12;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;17;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;17;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;18;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;17;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;16;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;17;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;14;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;14;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;14;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;21;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;15;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;16;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;16;0;13.5959;12.6543;10.4976;-1
Aravind_fix;7;200;30;5600;0;16;0;13.5959;12.6543;10.4976;-1
